# z  nz0 nz1 nz2 nz3 nz4
1.924999999999999822e+00 7.221870025721043159e-05 6.238084461252908178e-05 2.971744559076030425e-05 1.138310917313382117e-04 7.221116183290507644e+06
1.935000000000000053e+00 7.509463524774319832e-05 6.417825264741078555e-05 3.031756243697192600e-05 1.149384639911968397e-04 8.281266512389229611e+06
1.944999999999999840e+00 7.649878782312115083e-05 6.477511731603252838e-05 3.026797052248002558e-05 1.179283608335616248e-04 9.431727219774007797e+06
1.955000000000000071e+00 8.409278068859778676e-05 6.656962258714758647e-05 2.939171969946198336e-05 1.240647560991966906e-04 1.080089311960135400e+07
1.964999999999999858e+00 9.837643111029921450e-05 7.184508898511741178e-05 2.869435697679183930e-05 1.406453131234634162e-04 1.230881011307856441e+07
1.975000000000000089e+00 1.106760838594878985e-04 7.359618621993110888e-05 2.769024830958478840e-05 1.538481614933397460e-04 1.399126805021144450e+07
1.984999999999999876e+00 1.106803128773800956e-04 7.464649213327381977e-05 2.701180439348215787e-05 1.536874983846308544e-04 1.539876573568036593e+07
1.995000000000000107e+00 1.092601319272325737e-04 7.337016294802826380e-05 2.612000092265849566e-05 1.519419785312555642e-04 1.578629555967675149e+07
2.004999999999999893e+00 1.082137490998594698e-04 7.581093702497527880e-05 2.541105518626444746e-05 1.452434416136530676e-04 1.407137890874049440e+07
2.015000000000000124e+00 9.969393228186419797e-05 7.700406406215093923e-05 2.469713109568523194e-05 1.271423616598414078e-04 1.095704423084068485e+07
2.025000000000000355e+00 8.985559707114785296e-05 7.768978135119806517e-05 2.438155531476907876e-05 1.124604600638821227e-04 8.484346841026075184e+06
2.035000000000000142e+00 8.715873003072774469e-05 7.772614949461415098e-05 2.399880148601318426e-05 1.100245412322306798e-04 6.551880674659676850e+06
2.044999999999999929e+00 8.662467950559507763e-05 8.095983341059104959e-05 2.534899059594031645e-05 1.066739515406299948e-04 6.790912938976420090e+06
2.054999999999999716e+00 8.490203789459073946e-05 8.018812836321313742e-05 2.898098421437687855e-05 9.766434209487597840e-05 7.488259611436366104e+06
2.064999999999999947e+00 8.460847703519265215e-05 8.595072275483257450e-05 3.513683503577080564e-05 7.849558894815765778e-05 7.729044595181510784e+06
2.075000000000000178e+00 8.685900465566680564e-05 8.963341210312973845e-05 3.585378051834377461e-05 6.924335823867503999e-05 7.354670434315085411e+06
2.084999999999999964e+00 8.470888201763605483e-05 9.061633697803607955e-05 3.595167401143171818e-05 6.791378324738060756e-05 5.572182966531051323e+06
2.094999999999999751e+00 8.333240661330301290e-05 8.879144373697908394e-05 3.508163995348077683e-05 6.772892845169284630e-05 4.783693331884789281e+06
2.104999999999999982e+00 8.346600847918605255e-05 8.214834210140677334e-05 3.249715760681450526e-05 6.934136458218707097e-05 4.742433586931281723e+06
2.115000000000000213e+00 8.307763653225316684e-05 7.321332795414614493e-05 2.890817211256457891e-05 8.062666303507597706e-05 5.039826633940236643e+06
2.125000000000000000e+00 8.150444827389059354e-05 6.480258658939994500e-05 2.611081110513135522e-05 8.618328922342137423e-05 7.391496612270552665e+06
2.134999999999999787e+00 8.123969338679405303e-05 6.231176430344105945e-05 2.220059176551287441e-05 8.625685147599330559e-05 8.883783921676445752e+06
2.145000000000000018e+00 8.322319031571976647e-05 6.225275632600158295e-05 1.985155883505620962e-05 8.906764571016360780e-05 9.086313925181400031e+06
2.155000000000000249e+00 8.735989462607314808e-05 7.021008718487537447e-05 1.881139301719260892e-05 9.132091711052187023e-05 8.882208979151960462e+06
2.165000000000000036e+00 9.188424708239214720e-05 7.804709635669884466e-05 1.799711350242995232e-05 9.123542030517651667e-05 6.916033008370717056e+06
2.174999999999999822e+00 9.565754590024512906e-05 8.093613555492451615e-05 1.709943318985371872e-05 8.918851134103396891e-05 5.888495306205152534e+06
2.185000000000000053e+00 9.621339699186841040e-05 8.127641145037030139e-05 1.611220795474897907e-05 8.786580525093068688e-05 5.665164311688543297e+06
2.195000000000000284e+00 9.534113917531437422e-05 7.411832346811779416e-05 1.553377725121335065e-05 8.623765514707338632e-05 5.440577160422447138e+06
2.205000000000000071e+00 8.558518709797986485e-05 5.941588166457711337e-05 1.477466411290081575e-05 8.044571725689685408e-05 5.256423753489660099e+06
2.214999999999999858e+00 8.313855822977502972e-05 3.920536861974771039e-05 1.384495410613213689e-05 6.719423091897813336e-05 5.029036512688857503e+06
2.225000000000000089e+00 7.631142877876975479e-05 3.065928455809995560e-05 1.305471529717054207e-05 5.883183224720864827e-05 4.756676899729078636e+06
2.235000000000000320e+00 7.210732825176762448e-05 2.516655412846374905e-05 1.285136472115230302e-05 5.814766968857242312e-05 4.605562549886393361e+06
2.245000000000000107e+00 7.143854246511104164e-05 2.530153555158690047e-05 1.298775939781146388e-05 5.713339425720057979e-05 4.703363913664059713e+06
2.254999999999999893e+00 8.355432305487059462e-05 2.784150459768851307e-05 1.338182170215150422e-05 5.572208139784005324e-05 5.060432304402926937e+06
2.265000000000000124e+00 9.373658894835369367e-05 3.163160147272675674e-05 1.383851452498103557e-05 5.021042617104890573e-05 5.446910521740783006e+06
2.275000000000000355e+00 1.089130265343375855e-04 3.351750740531188365e-05 1.429129370899131264e-05 4.762390153965202186e-05 5.679728285943554714e+06
2.285000000000000142e+00 1.131458541096196205e-04 3.583421294071772811e-05 1.446241340205547550e-05 4.794168300467000664e-05 5.828615441916026175e+06
2.294999999999999929e+00 1.078504126106995465e-04 3.825937140232026253e-05 1.472160007656718900e-05 4.818198961075955463e-05 6.093174590245501138e+06
2.305000000000000160e+00 1.097366144712825798e-04 4.388821289740169762e-05 1.535723015065118072e-05 5.160609051810817303e-05 6.705654465540370904e+06
2.314999999999999947e+00 1.067656179173925179e-04 5.819749355223652044e-05 1.604232808596212846e-05 5.989083145551031486e-05 7.365278310846159235e+06
2.325000000000000178e+00 1.181600385066949372e-04 6.635495317100464474e-05 1.657664437222943523e-05 6.479531562449015872e-05 7.618130604682945646e+06
2.334999999999999964e+00 1.202459049366165521e-04 6.846881916825468166e-05 1.669138091988230668e-05 6.525268849699737467e-05 7.046386106690119021e+06
2.344999999999999751e+00 1.252790021337129699e-04 6.962152296952750898e-05 1.587728076988615869e-05 6.510662512898854153e-05 6.556839289450077340e+06
2.354999999999999982e+00 1.236160436266498766e-04 6.948553588824289565e-05 1.517743211600937049e-05 6.368003267725440297e-05 6.713335575374044478e+06
2.365000000000000213e+00 1.259926817532279367e-04 6.926364042430645869e-05 1.406596335609411059e-05 6.193640296992949045e-05 7.206880774758293293e+06
2.375000000000000000e+00 1.256591283005516581e-04 6.809050138955990950e-05 1.286409550953210770e-05 6.202132131686786921e-05 8.100212085934337229e+06
2.384999999999999787e+00 1.271134244274296852e-04 6.427936827819031836e-05 1.195079793566865270e-05 6.080435933178625249e-05 7.801286564422630705e+06
2.395000000000000018e+00 1.226732065473542350e-04 5.840844933703376806e-05 1.132920585788147442e-05 5.980247170421866185e-05 5.642456632776809856e+06
2.405000000000000249e+00 1.091401942334560354e-04 4.565353532748181773e-05 1.056581931981575965e-05 5.264102168977313935e-05 3.433201716416801792e+06
2.415000000000000036e+00 8.627675809154336918e-05 2.857638204508523660e-05 9.740969237801856126e-06 3.783070120336412632e-05 2.129942403797116131e+06
2.424999999999999822e+00 7.556724929728746100e-05 1.572888786974965149e-05 9.134276914185549185e-06 2.825109687398716905e-05 1.526380480169101153e+06
2.435000000000000053e+00 7.262251623679624117e-05 1.047029668091235715e-05 9.023989858130591909e-06 2.724794425684305365e-05 1.403405584384320071e+06
2.445000000000000284e+00 7.127896635128419414e-05 1.158201448930905158e-05 9.647829747577076556e-06 2.820635363773675360e-05 1.490958794691367541e+06
2.455000000000000071e+00 7.894123226782112147e-05 2.052467616612959299e-05 1.069608504685031195e-05 3.223087236654542393e-05 1.705957152934364742e+06
2.464999999999999858e+00 9.603427359093278217e-05 3.823494286828456041e-05 1.223951071929343583e-05 4.168997509867837671e-05 2.225837604903995059e+06
2.475000000000000089e+00 1.166871506905307079e-04 4.794508182516445132e-05 1.354579699647821837e-05 4.749201978173593354e-05 3.013994300705606118e+06
2.485000000000000320e+00 1.341964595253238262e-04 5.025042464966326743e-05 1.496748476381192274e-05 4.897088602274535273e-05 3.934185275643030182e+06
2.495000000000000107e+00 1.371235320838238409e-04 5.652266508701419477e-05 1.684906020071236975e-05 4.938639475311363820e-05 4.606205378612082452e+06
2.504999999999999893e+00 1.585994390609675594e-04 6.584502593652985113e-05 1.818553647777757272e-05 5.503781704886565935e-05 5.019561523920222186e+06
2.515000000000000124e+00 1.786785511942938606e-04 7.482510815833184859e-05 2.166191464606100252e-05 6.651127751219243934e-05 5.596105119831918739e+06
2.525000000000000355e+00 1.708672759592295097e-04 8.322099201876653643e-05 2.348848211132030349e-05 7.623691836819702060e-05 6.585251595111624338e+06
2.535000000000000142e+00 1.647117003719925001e-04 8.218560729290602651e-05 2.493529435789259115e-05 7.686588596420734255e-05 7.079325068721136078e+06
2.544999999999999929e+00 1.542172483466278262e-04 8.203712353565459348e-05 2.494054356598400735e-05 7.484689774341914906e-05 6.557079535780239850e+06
2.555000000000000160e+00 1.416835954816603519e-04 7.190598408735034239e-05 2.026935931932066442e-05 6.600326780396041572e-05 4.985799907288720831e+06
2.564999999999999947e+00 1.184201726571883049e-04 7.319259621422194082e-05 1.758884533886271320e-05 4.988895035237370828e-05 3.403487742876054253e+06
2.575000000000000178e+00 1.027596365011543240e-04 6.695735496093684004e-05 1.343856687907660586e-05 3.928916697495259835e-05 2.730134671220739372e+06
2.584999999999999964e+00 8.918799251585614850e-05 6.782995450272526238e-05 1.196958341525389919e-05 3.745152849359182316e-05 2.226160672538975254e+06
2.594999999999999751e+00 9.273931693869755721e-05 6.332133022928694848e-05 1.160880338165929827e-05 3.589528582620984910e-05 1.959865772138571832e+06
2.604999999999999982e+00 9.569926929358251626e-05 5.370217542944999417e-05 1.146361109338621921e-05 3.270242265736493737e-05 1.852210520782907726e+06
2.615000000000000213e+00 1.130574928460021398e-04 6.098828101297954819e-05 1.176814846872040754e-05 2.718471840606784566e-05 1.718112896308981115e+06
2.625000000000000000e+00 1.167017535031634350e-04 5.360323200443386805e-05 1.224853969397612967e-05 2.374320465347307192e-05 1.638476144940583967e+06
2.634999999999999787e+00 1.083114426378383566e-04 4.857731892464275014e-05 1.249040006034224418e-05 2.352754262417551209e-05 1.813171798135373043e+06
2.645000000000000018e+00 1.208058014585325894e-04 4.858153150268144048e-05 1.260919478758832045e-05 2.326500521522592400e-05 1.924509941790090175e+06
2.655000000000000249e+00 1.092257847700546573e-04 4.479952876084179530e-05 1.238176381630220506e-05 2.201683809813722673e-05 1.761364445440560579e+06
2.665000000000000036e+00 1.132223885826887664e-04 4.293183039337509409e-05 1.139017312356898065e-05 2.548469388771561206e-05 1.826987091732889647e+06
2.674999999999999822e+00 1.111599427586187412e-04 3.920669217853352869e-05 1.097102351940712887e-05 2.588844171666279936e-05 2.190564800678044558e+06
2.685000000000000053e+00 1.083246292996664016e-04 3.854426035258031049e-05 1.103209174720324263e-05 2.469987106081672959e-05 2.607984068457221147e+06
2.695000000000000284e+00 8.530886603757976126e-05 4.189595237952092714e-05 1.111618938922885297e-05 2.613067360413259870e-05 2.925860696546641178e+06
2.705000000000000071e+00 7.531570980565783320e-05 5.018830283628515697e-05 1.123421869015797395e-05 3.133170747012068314e-05 2.649298255927485414e+06
2.714999999999999858e+00 7.681264977295927004e-05 6.130049472876846286e-05 1.136912781932998236e-05 3.755967835731587371e-05 1.911242908468313282e+06
2.725000000000000089e+00 7.475558696915670883e-05 6.529261524304060687e-05 1.199255974141597929e-05 4.072676345705040287e-05 1.426001949661831371e+06
2.735000000000000320e+00 8.415764499608793955e-05 6.434252383685163724e-05 1.207167846580864382e-05 4.144499855537325393e-05 1.457717775562865660e+06
2.745000000000000107e+00 8.010837619136237594e-05 5.680941353246654130e-05 1.195565044345909319e-05 4.121644953205705900e-05 1.810340393789096968e+06
2.754999999999999893e+00 7.597599313541261604e-05 5.082659239875852422e-05 1.182166226582582711e-05 4.720900275826972903e-05 1.849005142225761432e+06
2.765000000000000124e+00 7.512774505450490873e-05 4.870500114649705683e-05 1.232041841189516030e-05 5.769836869525533826e-05 1.859953939947249601e+06
2.775000000000000355e+00 7.384185558834085756e-05 4.557529458296106871e-05 1.165136428753092586e-05 6.486689083834024105e-05 2.243791193310965784e+06
2.785000000000000142e+00 7.365209354163439138e-05 4.426251354327096144e-05 1.201371931623862447e-05 6.780273936561335610e-05 2.650294031892928295e+06
2.794999999999999929e+00 7.415025015978452937e-05 4.337666691421705403e-05 1.300478994853513757e-05 6.436779925156109548e-05 3.026297747947203461e+06
2.805000000000000160e+00 8.009592743984354920e-05 4.688418126326381210e-05 1.537143617774683335e-05 6.059177903946900523e-05 3.324836338272400200e+06
2.814999999999999947e+00 8.153592626678860965e-05 5.373373672465024095e-05 2.017388295337003691e-05 5.865723836174246449e-05 3.450751919339983258e+06
2.825000000000000178e+00 9.494806932035880606e-05 5.526308124994586769e-05 2.033795355501020601e-05 5.837313922661385154e-05 3.327880001448396593e+06
2.834999999999999964e+00 9.672816027408713308e-05 5.250839765262331948e-05 2.068458293641030791e-05 5.655956811120004945e-05 3.029325765665921383e+06
2.844999999999999751e+00 8.945639820638513491e-05 4.920376926877092669e-05 1.904087114588508414e-05 5.340984291086982896e-05 2.715827426961502992e+06
2.854999999999999982e+00 8.666739254987081218e-05 4.097315897329796108e-05 1.643248469270364103e-05 4.487084848729179536e-05 2.202235780171363614e+06
2.865000000000000213e+00 8.169798841846650042e-05 3.027187291849386852e-05 1.373505500705119039e-05 3.150728721306576445e-05 1.787404219065102981e+06
2.875000000000000000e+00 7.383113795274368887e-05 2.391316243654564223e-05 1.158953961090043590e-05 2.646982199582763979e-05 1.636430686175186187e+06
2.884999999999999787e+00 7.193924490971067925e-05 2.116430291731405129e-05 1.061631580443404049e-05 2.400978299060090761e-05 1.390488470367457485e+06
2.895000000000000018e+00 6.695108682714854230e-05 2.093892068984932623e-05 9.683710557142992924e-06 2.222472611453129090e-05 1.128550843077875907e+06
2.905000000000000249e+00 7.008361129212888117e-05 2.487115229417129203e-05 9.004008950147013751e-06 2.454355188809809649e-05 9.488455764878452756e+05
2.915000000000000036e+00 6.966699950935721793e-05 2.653057725896799436e-05 8.466588790965879886e-06 2.585756813210493595e-05 1.003881665997610427e+06
2.924999999999999822e+00 8.289031764509917593e-05 2.955402292974567606e-05 8.194621512764190127e-06 2.360219701428165065e-05 1.299337819011528278e+06
2.935000000000000053e+00 6.847897007238069064e-05 3.027826679002327084e-05 8.031397808804909550e-06 2.172859531767787756e-05 1.645787738481427310e+06
2.945000000000000284e+00 6.238489627447728813e-05 2.527741955273514604e-05 7.995332899441484942e-06 1.983445726760882833e-05 2.036180006567895878e+06
2.955000000000000071e+00 5.051698711985127459e-05 2.061149273711040752e-05 7.986216965427299643e-06 2.049558701799622650e-05 1.826457018601123244e+06
2.964999999999999858e+00 4.604131611471909261e-05 1.493819187324137393e-05 7.842314394971256028e-06 2.330735515058307797e-05 1.400227146569000557e+06
2.975000000000000089e+00 4.955613365525556209e-05 7.795261396516029278e-06 8.195388071367325106e-06 2.264891354362912165e-05 1.372109472919297637e+06
2.985000000000000320e+00 3.951826926788572914e-05 7.713006883226014834e-06 8.509107228450085299e-06 2.292469373327564496e-05 1.313442676491714083e+06
2.995000000000000107e+00 1.451483739908749444e-03 1.702139778042493579e-03 2.361377621299486475e-04 1.681628779409614438e-03 1.363594196359865367e+06
